FrcRobotBase.FirstSteamWorks_Info: Sun Apr 02 14:33:34 PDT 2017: ***** Starting autonomous *****
FrcRobotBase.CmdVisionGearDeploy_Info: dist=7.0, deployTime=0.3, backupDist=36.0
FrcRobotBase.CmdSideGearLift_Info: delay=0.000, alliance=RED_ALLIANCE, rightSide=false, forwardDist=85.0, liftAngle=60.0, backupDist=8.0, lsAngle=30.0, lsDist=320.0, diagDist=360.0
FrcRobotBase.Vision_Info: Front pixy is enabled!
FrcRobotBase.Robot_Info: [0.186]   DO_DELAY: xPos=  0.00,yPos=  0.00,heading=   0.0/   0.0,volts=13.0(13.1)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.211s)

FrcRobotBase.Robot_Info: [0.211] MOVE_FORWARD_ON_SIDE: xPos= -0.01,yPos=  0.00,heading=   0.1/   0.0,volts=13.0(13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=13.0 (13.0)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.7, Error=   1.3, PIDTerms= 0.087/ 0.000/-0.218/ 0.000, Output=-0.131(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  60.2, Error=  -0.2, PIDTerms=-0.014/ 0.000/-0.259/ 0.000, Output=-0.273(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  62.3, Error=  -2.3, PIDTerms=-0.146/ 0.000/-0.272/ 0.000, Output=-0.418(-0.500/0.500), Volt=11.4 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  63.2, Error=  -3.2, PIDTerms=-0.207/ 0.000/-0.140/ 0.000, Output=-0.347(-0.500/0.500), Volt=11.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  63.0, Error=  -3.0, PIDTerms=-0.193/ 0.000/ 0.037/ 0.000, Output=-0.156(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  62.0, Error=  -2.0, PIDTerms=-0.130/ 0.000/ 0.144/ 0.000, Output= 0.014(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  59.9, Error=   0.1, PIDTerms= 0.007/ 0.000/ 0.288/ 0.000, Output= 0.295(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.0 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.5, Error=   1.5, PIDTerms= 0.094/ 0.000/ 0.227/ 0.000, Output= 0.321(-0.500/0.500), Volt=12.0 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.0, Error=   2.0, PIDTerms= 0.133/ 0.000/ 0.089/ 0.000, Output= 0.222(-0.500/0.500), Volt=11.9 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  57.1, Error=   2.9, PIDTerms= 0.190/ 0.000/ 0.131/ 0.000, Output= 0.321(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  57.3, Error=   2.7, PIDTerms= 0.173/ 0.000/-0.039/ 0.000, Output= 0.134(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.5, Error=   1.5, PIDTerms= 0.099/ 0.000/-0.172/ 0.000, Output=-0.072(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  59.5, Error=   0.5, PIDTerms= 0.030/ 0.000/-0.129/ 0.000, Output=-0.099(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.2 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  61.2, Error=  -1.2, PIDTerms=-0.077/ 0.000/-0.214/ 0.000, Output=-0.291(-0.500/0.500), Volt=12.2 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.1 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.1 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  62.3, Error=  -2.3, PIDTerms=-0.152/ 0.000/-0.175/ 0.000, Output=-0.327(-0.500/0.500), Volt=12.1 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.3 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.3 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  62.5, Error=  -2.5, PIDTerms=-0.161/ 0.000/-0.022/ 0.000, Output=-0.183(-0.500/0.500), Volt=12.3 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  61.9, Error=  -1.9, PIDTerms=-0.123/ 0.000/ 0.088/ 0.000, Output=-0.035(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  60.9, Error=  -0.9, PIDTerms=-0.058/ 0.000/ 0.154/ 0.000, Output= 0.096(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  59.8, Error=   0.2, PIDTerms= 0.015/ 0.000/ 0.170/ 0.000, Output= 0.185(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.8, Error=   1.3, PIDTerms= 0.081/ 0.000/ 0.153/ 0.000, Output= 0.234(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.3 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.3 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.0, Error=   2.0, PIDTerms= 0.133/ 0.000/ 0.135/ 0.000, Output= 0.268(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  57.9, Error=   2.1, PIDTerms= 0.138/ 0.000/ 0.010/ 0.000, Output= 0.147(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  58.5, Error=   1.5, PIDTerms= 0.099/ 0.000/-0.089/ 0.000, Output= 0.010(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  59.3, Error=   0.7, PIDTerms= 0.042/ 0.000/-0.147/ 0.000, Output=-0.104(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  60.2, Error=  -0.2, PIDTerms=-0.016/ 0.000/-0.133/ 0.000, Output=-0.149(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  61.3, Error=  -1.3, PIDTerms=-0.086/ 0.000/-0.151/ 0.000, Output=-0.237(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.4 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  61.8, Error=  -1.8, PIDTerms=-0.117/ 0.000/-0.080/ 0.000, Output=-0.197(-0.500/0.500), Volt=12.5 (10.9)
FrcRobotBase.printPidInfo_Info: encoderXPidCtrl: Target=  -0.0, Input=   0.0, Error=   0.0, PIDTerms=-0.002/ 0.000/-0.000/-0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: encoderYPidCtrl: Target=  84.5, Input=  84.5, Error=   0.0, PIDTerms= 0.018/ 0.000/-0.017/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: gyroTurnPidCtrl: Target=  60.0, Input=  61.7, Error=  -1.7, PIDTerms=-0.112/ 0.000/ 0.010/ 0.000, Output=-0.102(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.479] DRIVE_TOWARDS_TARGET: xPos= -0.43,yPos= 84.87,heading=  60.5/  60.0,volts=12.8(10.9)
FrcRobotBase.Robot_Info: [4.479] VISION_DEPLOY: xPos= -0.43,yPos= 84.87,heading=  60.5/  60.0,volts=12.8(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=   0.0, Error=  34.6, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.8 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.startCompetition_Warn: AUTO_MODE takes too long (0.058s)

FrcRobotBase.Robot_Info: [4.540] VISION_DEPLOY: xPos= -0.41,yPos= 84.83,heading=  59.3/  60.0,volts=12.8(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  41.6, Error=  34.6, PIDTerms= 0.571/ 0.000/ 0.000/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.575] VISION_DEPLOY: xPos= -0.50,yPos= 85.15,heading=  58.8/  60.0,volts=11.3(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  41.7, Error=  34.7, PIDTerms= 0.573/ 0.000/ 0.007/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.3 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.3 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.607] VISION_DEPLOY: xPos= -0.48,yPos= 85.78,heading=  58.6/  60.0,volts=11.2(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  33.4, Error=  26.4, PIDTerms= 0.435/ 0.000/-0.468/ 0.000, Output=-0.032(-0.500/0.500), Volt=11.2 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.2 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.647] VISION_DEPLOY: xPos= -0.42,yPos= 86.08,heading=  58.1/  60.0,volts=12.6(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  37.7, Error=  30.7, PIDTerms= 0.507/ 0.000/ 0.225/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.683] VISION_DEPLOY: xPos= -0.46,yPos= 86.33,heading=  57.9/  60.0,volts=11.7(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  41.5, Error=  34.5, PIDTerms= 0.569/ 0.000/ 0.230/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.7 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.7 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.719] VISION_DEPLOY: xPos= -0.49,yPos= 87.40,heading=  57.7/  60.0,volts=11.3(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  32.1, Error=  25.1, PIDTerms= 0.415/ 0.000/-0.517/ 0.000, Output=-0.102(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=12.6 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.760] VISION_DEPLOY: xPos= -0.44,yPos= 87.95,heading=  57.5/  60.0,volts=12.7(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  39.4, Error=  32.4, PIDTerms= 0.534/ 0.000/ 0.350/ 0.000, Output= 0.500(-0.500/0.500), Volt=12.7 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.2 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.799] VISION_DEPLOY: xPos= -0.46,yPos= 88.92,heading=  57.3/  60.0,volts=11.6(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  39.0, Error=  32.0, PIDTerms= 0.528/ 0.000/-0.020/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.6 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.6 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.Robot_Info: [4.836] VISION_DEPLOY: xPos= -0.43,yPos= 90.40,heading=  57.3/  60.0,volts=11.5(10.9)
FrcRobotBase.printPidInfo_Info: sonarDrivePidCtrl: Target=   7.0, Input=  38.7, Error=  31.7, PIDTerms= 0.524/ 0.000/-0.013/ 0.000, Output= 0.500(-0.500/0.500), Volt=11.5 (10.9)
FrcRobotBase.printPidInfo_Info: visionTurnPidCtrl: Target=   0.0, Input=   0.0, Error=  -0.0, PIDTerms=-0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-0.500/0.500), Volt=11.4 (10.9)
FrcRobotBase.PixyVision_Info: null object(s) found
FrcRobotBase.PixyVision_Info: null object(s) found
